DistrictID,DistrictName,Total,FireWood,CropResidue,CowdungCake,Coal,Kerosene,LPG,Electricity,Biogas,Other,NoCooking,pctFireWood,pctbiomass, pop ,category,TotalRural,RFireWood,RCropResidue,RCowdungCake,RCoal,RKerosene,RLPG,RElectricity,RBiogas,ROther,RNoCooking,pctRFireWood,pctbiomass,pctbiomass,category,TotalUrban,UFireWood,UCropResidue,UCowdungCake,UCoal,UKerosene,ULPG,UElectricity,UBiogas,UOther,UNoCooking,pctUFireWood,pctbiomass,category
16022, Bhandara ,275773,209533,"2,051",691,334,"2,717","55,948",122,"3,184",278,915,75.98,75," 1,378,865 ",Total,223299,195148,"1,811",626,210,"1,046","20,456",100,"3,123",213,566,87.39,88.67,88.00,Rural,52474,14385,240,65,124,"1,671","35,492",22,61,65,349,27.41,28.35,Urban
16023, Bid ,545073,345265,"92,248","9,644",940,"10,184","82,098",543,716,677,"2,758",63.34,63," 2,725,365 ",Total,446114,308295,"90,311","9,083",752,"4,937","29,298",434,539,576,"1,889",69.11,91.68,91.00,Rural,98959,36970,"1,937",561,188,"5,247","52,800",109,177,101,869,37.36,40.18,Urban
16024, Buldana ,553031,374530,"64,288","2,519",376,"3,604","1,03,898",337,796,541,"2,142",67.72,67," 2,765,155 ",Total,445247,335029,"60,365","2,036",298,"1,178","43,502",271,712,465,"1,391",75.25,89.43,89.00,Rural,107784,39501,"3,923",483,78,"2,426","60,396",66,84,76,751,36.65,40.88,Urban
16025, Chandrapur ,529612,316139,"12,464","2,853","11,769","6,430","1,72,661",169,"3,181",853,"3,093",59.69,59," 2,648,060 ",Total,352643,282140,"11,261","2,404","2,163","2,364","46,876",127,"3,024",433,"1,851",80.01,84.62,84.00,Rural,176969,33999,"1,203",449,"9,606","4,066","1,25,785",42,157,420,"1,242",19.21,25.81,Urban
16026, Dhule ,408700,234633,"27,875","4,063",287,"12,858","1,26,138",222,673,434,"1,517",57.41,57," 2,043,500 ",Total,298915,213770,"26,391","3,796",139,"2,354","50,892",179,355,307,732,71.52,81.76,81.00,Rural,109785,20863,"1,484",267,148,"10,504","75,246",43,318,127,785,19.00,20.85,Urban
16027, Garhchiroli ,245745,206155,"2,472",961,165,"2,057","31,014",160,"1,454",145,"1,162",83.89,83," 1,228,725 ",Total,218935,195882,"2,207",903,131,"1,274","15,990",154,"1,391",131,872,89.47,91.01,91.00,Rural,26810,10273,265,58,34,783,"15,024",6,63,14,290,38.32,39.70,Urban
16028, Gondiya ,289431,239599,"2,636",735,280,"2,692","38,044",128,"4,246",175,896,82.78,82," 1,447,155 ",Total,241802,221265,"2,278",649,88,879,"11,571",109,"4,205",143,615,91.51,92.81,92.00,Rural,47629,18334,358,86,192,"1,813","26,473",19,41,32,281,38.49,39.90,Urban
16030, Hingoli ,227041,170310,"23,363","2,179",171,"2,245","27,700",212,227,122,512,75.01,75," 1,135,205 ",Total,195143,156150,"22,657","1,876",148,993,"12,580",126,180,90,343,80.02,92.71,92.00,Rural,31898,14160,706,303,23,"1,252","15,120",86,47,32,169,44.39,47.73,Urban
16031, Jalgaon ,891657,446400,"68,387","4,433","1,208","13,118","3,50,029",550,"1,637","1,299","4,596",50.06,50," 4,458,285 ",Total,618314,392904,"64,599","3,676",630,"5,693","1,45,431",431,"1,362",966,"2,622",63.54,74.84,74.00,Rural,273343,53496,"3,788",757,578,"7,425","2,04,598",119,275,333,"1,974",19.57,21.57,Urban
16032, Jalna ,388116,241903,"71,179","3,912",484,"6,876","60,219",376,543,539,"2,085",62.33,62," 1,940,580 ",Total,318563,221026,"69,967","3,405",385,"2,292","18,746",302,397,494,"1,549",69.38,92.69,92.00,Rural,69553,20877,"1,212",507,99,"4,584","41,473",74,146,45,536,30.02,32.69,Urban
16033, Kolhapur ,821483,260892,"17,427","1,01,944",527,"18,328","3,40,318",350,"74,226","1,345","6,126",31.76,31," 4,107,415 ",Total,556628,237472,"15,733","97,426",331,"4,932","1,23,108",309,"73,520","1,042","2,755",42.66,63.24,63.00,Rural,264855,23420,"1,694","4,518",196,"13,396","2,17,210",41,706,303,"3,371",8.84,11.38,Urban
16034, Latur ,474149,272183,"72,121","14,325",391,"14,187","96,018",312,"1,256",986,"2,370",57.40,57," 2,370,745 ",Total,359858,240088,"70,303","13,783",279,"3,136","29,095",230,"1,039",770,"1,135",66.72,90.38,90.00,Rural,114291,32095,"1,818",542,112,"11,051","66,923",82,217,216,"1,235",28.08,30.43,Urban
16035, Nagpur ,995808,318235,"9,442","2,666","16,418","40,045","5,99,780",463,"1,185","1,818","5,756",31.96,31," 4,979,040 ",Total,324568,229878,"6,255","1,426","1,676","4,563","78,374",202,484,356,"1,354",70.83,73.82,73.00,Rural,671240,88357,"3,187","1,240","14,742","35,482","5,21,406",261,701,"1,462","4,402",13.16,16.24,Urban
16036, Nanded ,656303,454593,"69,643","4,442",760,"6,642","1,16,284",509,954,623,"1,853",69.27,69," 3,281,515 ",Total,487624,388011,"65,304","3,789",436,869,"26,956",309,474,484,992,79.57,93.93,93.00,Rural,168679,66582,"4,339",653,324,"5,773","89,328",200,480,139,861,39.47,42.71,Urban
16037, Nandurbar ,319623,220610,"32,960","6,910",289,"2,637","54,335",170,407,395,910,69.02,69," 1,598,115 ",Total,270533,206902,"31,902","6,336",200,"1,062","22,775",161,342,358,495,76.48,90.82,90.00,Rural,49090,13708,"1,058",574,89,"1,575","31,560",9,65,37,415,27.92,31.51,Urban
16038, Nashik ,1180293,498665,"21,364","20,628","1,456","86,369","5,36,781",750,"2,400","1,480","10,400",42.25,42," 5,901,465 ",Total,661977,439222,"17,442","18,405",788,"12,764","1,66,613",589,"1,512",881,"3,761",66.35,72.02,72.00,Rural,518316,59443,"3,922","2,223",668,"73,605","3,70,168",161,888,599,"6,639",11.47,12.90,Urban
16039, Osmanabad ,348760,238468,"30,311","16,468",424,"10,395","49,180",231,900,753,"1,630",68.38,68," 1,743,800 ",Total,294816,220269,"28,670","15,757",321,"4,195","22,841",196,800,665,"1,102",74.71,90.12,90.00,Rural,53944,18199,"1,641",711,103,"6,200","26,339",35,100,88,528,33.74,38.45,Urban
16040, Parbhani ,360186,218068,"71,646","4,534",371,"4,019","59,272",360,415,305,"1,196",60.54,60," 1,800,930 ",Total,256063,169909,"68,464","4,028",189,929,"11,426",189,197,213,519,66.35,94.82,94.00,Rural,104123,48159,"3,182",506,182,"3,090","47,846",171,218,92,677,46.25,50.06,Urban
16041, Pune ,2076607,410527,"14,540","12,145","1,937","1,85,204","14,10,448",872,"8,737","1,766","30,431",19.77,19," 10,383,035 ",Total,744114,361798,"10,732","10,320",915,"37,322","3,10,231",489,"5,975",793,"5,539",48.62,51.68,51.00,Rural,1332493,48729,"3,808","1,825","1,022","1,47,882","11,00,217",383,"2,762",973,"24,892",3.66,4.23,Urban
16043, Ratnagiri ,393379,277160,"3,170",419,160,"7,741","1,00,860",227,"1,430",220,"1,992",70.46,70," 1,966,895 ",Total,333645,268643,"2,975",343,123,"4,988","53,487",219,"1,357",169,"1,341",80.52,81.60,81.00,Rural,59734,8517,195,76,37,"2,753","47,373",8,73,51,651,14.26,14.86,Urban
16044, Sangli ,585227,261477,"24,837","27,830",661,"24,616","2,27,034",280,"13,251","1,080","4,161",44.68,44," 2,926,135 ",Total,432579,239083,"22,632","26,818",394,"7,364","1,19,987",223,"12,771",948,"2,359",55.27,67.01,67.00,Rural,152648,22394,"2,205","1,012",267,"17,252","1,07,047",57,480,132,"1,802",14.67,17.04,Urban
16045, Satara ,639999,326337,"11,887","4,800",607,"13,375","2,71,186",244,"6,290",721,"4,552",50.99,50," 3,199,995 ",Total,518187,309785,"11,254","4,566",432,"7,457","1,74,761",221,"6,095",589,"3,027",59.78,63.03,63.00,Rural,121812,16552,633,234,175,"5,918","96,425",23,195,132,"1,525",13.59,14.55,Urban
16046, Sindhudurg ,205119,149308,"3,107",235,92,"6,076","42,540",94,"2,266",187,"1,214",72.79,72," 1,025,595 ",Total,180494,144767,"2,989",187,74,"3,807","25,267",89,"2,193",173,948,80.21,82.10,82.00,Rural,24625,4541,118,48,18,"2,269","17,273",5,73,14,266,18.44,19.24,Urban
16047, Solapur ,858981,507927,"24,532","10,596","1,453","56,663","2,48,255",660,"3,233",824,"4,838",59.13,59," 4,294,905 ",Total,583706,459911,"22,019","8,843",682,"10,171","75,661",580,"2,622",558,"2,659",78.79,84.29,84.00,Rural,275275,48016,"2,513","1,753",771,"46,492","1,72,594",80,611,266,"2,179",17.44,19.37,Urban
16048, Thane ,2430616,411259,"11,517","5,740","2,044","3,57,499","16,10,460","1,030","5,937","2,940","22,190",16.92,16," 12,153,080 ",Total,526397,330465,"4,749","2,742",435,"34,139","1,48,968",293,"1,275",427,"2,904",62.78,64.37,64.00,Rural,1904219,80794,"6,768","2,998","1,609","3,23,360","14,61,492",737,"4,662","2,513","19,286",4.24,4.97,Urban
16049, Wardha ,302680,155457,"24,122",878,"1,067","4,058","1,14,029",152,534,212,"2,171",51.36,51," 1,513,400 ",Total,210284,140129,"23,214",645,160,"1,223","43,132",128,455,152,"1,046",66.64,78.13,78.00,Rural,92396,15328,908,233,907,"2,835","70,897",24,79,60,"1,125",16.59,18.87,Urban
16050, Washim ,257892,197069,"18,272","2,110",125,"1,911","36,840",140,369,210,846,76.42,76," 1,289,460 ",Total,217490,178982,"17,434","1,724",94,760,"17,298",126,346,163,563,82.29,91.22,91.00,Rural,40402,18087,838,386,31,"1,151","19,542",14,23,47,283,44.77,47.99,Urban
16051, Yavatmal ,640385,452878,"39,099","1,611","2,542","5,494","1,34,500",328,988,407,"2,538",70.72,70," 3,201,925 ",Total,513041,413970,"37,476","1,456","1,272","1,811","54,078",276,869,292,"1,541",80.69,88.58,88.00,Rural,127344,38908,"1,623",155,"1,270","3,683","80,422",52,119,115,997,30.55,33.04,Urban
16084, Angul ,295922,205780,"5,415","1,487","44,943",884,"27,099","6,583",416,"2,287","1,028",69.54,69," 1,479,610 ",Total,249585,197096,"5,041","1,169","30,774",402,"10,893","1,119",383,"1,917",791,78.97,94.56,94.00,Rural,46337,8684,374,318,"14,169",482,"16,206","5,464",33,370,237,18.74,51.61,Urban
16088, Bolangir ,432081,386024,"6,394","13,398",243,"1,060","21,268",878,466,"1,273","1,077",89.34,89," 2,160,405 ",Total,387345,360921,"5,781","12,975",163,413,"4,154",646,346,"1,157",789,93.18,98.36,98.00,Rural,44736,25103,613,423,80,647,"17,114",232,120,116,288,56.11,58.87,Urban
16085, Baleshwar ,529407,223201,"1,84,970","61,491",734,"3,074","36,478",693,742,"16,382","1,642",42.16,42," 2,647,035 ",Total,473512,198984,"1,81,740","59,969",471,721,"13,049",604,581,"15,981","1,412",42.02,96.54,96.00,Rural,55895,24217,"3,230","1,522",263,"2,353","23,429",89,161,401,230,43.33,53.02,Urban
16086, Baragarh ,373391,313898,"8,587","25,750",570,"2,379","16,880","2,968","1,076",670,613,84.07,84," 1,866,955 ",Total,339364,295455,"8,139","25,270",358,686,"5,880","1,427","1,033",617,499,87.06,97.19,97.00,Rural,34027,18443,448,480,212,"1,693","11,000","1,541",43,53,114,54.20,57.71,Urban
16089, Boudh ,107727,95714,"2,079","5,722",147,254,"3,105",60,89,332,225,88.85,88," 538,635 ",Total,103239,93198,"2,038","5,684",143,134,"1,370",58,84,328,202,90.27,98.21,98.00,Rural,4488,2516,41,38,4,120,"1,735",2,5,4,23,56.06,58.00,Urban
16087, Bhadrak ,309527,52000,"1,46,278","86,445",804,"1,098","15,864",174,275,"5,815",774,16.80,16," 1,547,635 ",Total,274191,39428,"1,40,800","79,504",454,455,"7,033",121,240,"5,532",624,14.38,96.91,96.00,Rural,35336,12572,"5,478","6,941",350,643,"8,831",53,35,283,150,35.58,72.52,Urban
16090, Cuttack ,566831,271510,"44,760","1,12,673","3,420","16,730","1,03,177",753,"1,491","10,451","1,866",47.90,47," 2,834,155 ",Total,425082,236785,"43,143","1,07,822",944,"1,831","21,585",507,"1,133","10,230","1,102",55.70,93.85,93.00,Rural,141749,34725,"1,617","4,851","2,476","14,899","81,592",246,358,221,764,24.50,30.96,Urban
16091, Deogarh ,75942,71476,704,66,212,265,"2,236",224,278,62,419,94.12,94," 379,710 ",Total,70511,67988,663,57,75,95,778,200,256,51,348,96.42,97.62,97.00,Rural,5431,3488,41,9,137,170,"1,458",24,22,11,71,64.22,67.87,Urban
16092, Dhenkanal ,278370,227371,"7,625","14,099","5,030","1,329","19,846",289,479,"1,738",564,81.68,81," 1,391,850 ",Total,253118,215412,"7,046","13,743","4,331",541,"9,336",256,329,"1,612",512,85.10,95.66,95.00,Rural,25252,11959,579,356,699,788,"10,510",33,150,126,52,47.36,54.33,Urban
16093, Gajapati ,128818,114362,"1,161",213,180,311,"12,035",78,104,159,215,88.78,88," 644,090 ",Total,112872,107023,"1,012",185,66,123,"3,990",60,100,145,168,94.82,96.07,96.00,Rural,15946,7339,149,28,114,188,"8,045",18,4,14,47,46.02,47.94,Urban
16094, Ganjam ,756894,515402,"39,706","59,234","2,046","9,328","1,20,191","1,529","1,126","6,419","1,913",68.09,68," 3,784,470 ",Total,602216,460852,"36,599","54,069",993,"2,913","37,507","1,215",750,"5,927","1,391",76.53,92.73,92.00,Rural,154678,54550,"3,107","5,165","1,053","6,415","82,684",314,376,492,522,35.27,41.61,Urban
16095, Jagatsinghpur ,265588,101533,"30,337","97,384","4,557","2,669","20,225","1,544","1,193","4,314","1,832",38.23,38," 1,327,940 ",Total,237411,92594,"29,653","95,964","1,141","1,265","10,566",213,"1,030","3,462","1,523",39.00,93.85,93.00,Rural,28177,8939,684,"1,420","3,416","1,404","9,659","1,331",163,852,309,31.72,54.34,Urban
16096, Jajpur ,407572,149023,"1,02,255","1,09,368","1,786","3,110","25,969","1,287",582,"12,970","1,222",36.56,36," 2,037,860 ",Total,378135,138734,"99,318","1,06,136","1,523","1,848","15,654",873,561,"12,400","1,088",36.69,94.70,94.00,Rural,29437,10289,"2,937","3,232",263,"1,262","10,315",414,21,570,134,34.95,58.74,Urban
16097, Jharsuguda ,134624,77035,"1,229","3,407","30,167",963,"18,950","2,177",222,213,261,57.22,57," 673,120 ",Total,83664,69521,783,"2,958","6,554",372,"2,339",861,133,39,104,83.10,95.45,95.00,Rural,50960,7514,446,449,"23,613",591,"16,611","1,316",89,174,157,14.74,63.18,Urban
16098, Kalahandi ,404814,364829,"6,575","11,221",983,672,"17,610","1,199",360,412,953,90.12,90," 2,024,070 ",Total,377001,350134,"6,256","11,141",282,373,"7,024",276,312,367,836,92.87,97.66,97.00,Rural,27813,14695,319,80,701,299,"10,586",923,48,45,117,52.84,56.95,Urban
16099, Kandhamal ,172004,157205,"1,396",282,"5,231",284,"6,938",139,60,33,436,91.40,91," 860,020 ",Total,155335,149352,"1,242",248,"2,075",123,"1,758",100,56,29,352,96.15,98.46,98.00,Rural,16669,7853,154,34,"3,156",161,"5,180",39,4,4,84,47.11,67.20,Urban
16100, Kendrapara ,327405,84462,"96,916","1,22,034",561,"1,652","15,879",328,420,"4,420",733,25.80,25," 1,637,025 ",Total,311465,77182,"95,021","1,20,885",473,"1,169","11,434",232,350,"4,041",678,24.78,95.55,95.00,Rural,15940,7280,"1,895","1,149",88,483,"4,445",96,70,379,55,45.67,67.70,Urban
16101, Keonjhar ,406629,258698,"33,231","11,234","4,780","3,713","30,240","3,562",544,"59,584","1,043",63.62,63," 2,033,145 ",Total,349736,232820,"31,846","10,559","1,535","1,003","9,710","1,559",475,"59,403",826,66.57,96.12,96.00,Rural,56893,25878,"1,385",675,"3,245","2,710","20,530","2,003",69,181,217,45.49,55.13,Urban
16102, Khordha ,489636,216168,"42,507","34,658","1,211","20,655","1,60,277",676,831,"10,000","2,653",44.15,44," 2,448,180 ",Total,247940,153006,"39,185","29,192",310,"1,319","14,775",359,326,"8,730",738,61.71,92.93,92.00,Rural,241696,63162,"3,322","5,466",901,"19,336","1,45,502",317,505,"1,270","1,915",26.13,30.67,Urban
16103, Koraput ,338205,275324,"9,460","2,012","5,160","2,273","39,631","1,640",360,"1,519",826,81.41,81," 1,691,025 ",Total,283522,258585,"8,929","1,738","2,082",807,"7,948","1,158",273,"1,379",623,91.20,96.19,96.00,Rural,54683,16739,531,274,"3,078","1,466","31,683",482,87,140,203,30.61,37.97,Urban
16104, Malkangiri ,137450,125402,"1,292","2,294","2,652",313,"4,738",351,56,36,316,91.23,91," 687,250 ",Total,126306,119891,"1,211","1,976","1,010",184,"1,654",48,48,29,255,94.92,98.27,98.00,Rural,11144,5511,81,318,"1,642",129,"3,084",303,8,7,61,49.45,67.83,Urban
16105, Mayurbhanj ,587648,457102,"52,715","10,436","2,225","2,431","29,031",727,836,"31,051","1,094",77.79,77," 2,938,240 ",Total,544764,438142,"51,604","10,134","1,844",856,"9,594",583,764,"30,400",843,80.43,97.68,97.00,Rural,42884,18960,"1,111",302,381,"1,575","19,437",144,72,651,251,44.21,49.91,Urban
16106, Nabarangpur ,273663,237015,"15,798","6,360","1,551",505,"9,347",787,140,"1,631",529,86.61,86," 1,368,315 ",Total,253461,227051,"15,317","5,961",474,210,"2,038",272,110,"1,608",420,89.58,98.80,98.00,Rural,20202,9964,481,399,"1,077",295,"7,309",515,30,23,109,49.32,59.12,Urban
16107, Nayagarh ,230968,179093,"27,122","3,059",313,666,"11,159",129,192,"8,593",642,77.54,77," 1,154,840 ",Total,213265,168024,"26,720","2,876",238,374,"5,697",119,169,"8,512",536,78.79,96.77,96.00,Rural,17703,11069,402,183,75,292,"5,462",10,23,81,106,62.53,66.71,Urban
16108, Nuapada ,159947,148513,"1,769","2,211",76,348,"6,414",105,161,75,275,92.85,92," 799,735 ",Total,151921,143805,"1,623","2,041",51,238,"3,632",86,129,74,242,94.66,97.15,97.00,Rural,8026,4708,146,170,25,110,"2,782",19,32,1,33,58.66,62.92,Urban
16109, Puri ,369482,125285,"98,905","92,980",379,"5,693","33,331",511,330,"10,989","1,079",33.91,33," 1,847,410 ",Total,317002,106449,"97,788","91,235",291,898,"8,406",387,223,"10,531",794,33.58,96.62,96.00,Rural,52480,18836,"1,117","1,745",88,"4,795","24,925",124,107,458,285,35.89,42.39,Urban
16110, Rayagada ,225964,194282,"1,705",283,"2,834","1,021","24,924",197,135,56,527,85.98,85," 1,129,820 ",Total,191615,181233,"1,447",239,"1,293",432,"6,350",155,66,35,365,94.58,96.15,96.00,Rural,34349,13049,258,44,"1,541",589,"18,574",42,69,21,162,37.99,43.42,Urban
16111, Sambalpur ,248829,190170,"2,592","4,111","3,151","7,702","33,612","5,728",831,282,650,76.43,76," 1,244,145 ",Total,178958,163505,"1,735","3,105","1,826",736,"5,470","1,471",650,125,335,91.37,95.16,95.00,Rural,69871,26665,857,"1,006","1,325","6,966","28,142","4,257",181,157,315,38.16,42.95,Urban
16113, Sundargarh ,473293,332879,"5,318","4,849","26,861","15,239","77,581","6,963",880,869,"1,854",70.33,70," 2,366,465 ",Total,310762,286769,"3,748","2,747","5,536","1,209","7,075","1,738",513,479,948,92.28,96.30,96.00,Rural,162531,46110,"1,570","2,102","21,325","14,030","70,506","5,225",367,390,906,28.37,43.99,Urban
16205, Agra ,672610,242422,"66,627","1,02,673","2,004","3,975","2,51,013",493,"1,537",451,"1,415",36.04,36," 3,363,050 ",Total,367102,186031,"61,514","85,501",311,528,"31,775",141,552,111,638,50.68,90.84,90.00,Rural,305508,56391,"5,113","17,172","1,693","3,447","2,19,238",352,985,340,777,18.46,26.42,Urban
16206, Aligarh ,604612,195466,"40,710","2,06,776","1,425","4,467","1,53,283",313,822,342,"1,008",32.33,32," 3,023,060 ",Total,406432,145169,"35,529","1,89,096",297,573,"34,625",83,390,100,570,35.72,91.08,91.00,Rural,198180,50297,"5,181","17,680","1,128","3,894","1,18,658",230,432,242,438,25.38,37.61,Urban
16207, Allahabad ,898553,310137,"31,142","3,29,773","2,434","13,401","2,04,357","1,291","2,298","1,195","2,525",34.52,34," 4,492,765 ",Total,696236,277711,"28,310","3,23,138","1,209","3,746","56,805",926,"1,748",957,"1,686",39.89,90.68,90.00,Rural,202317,32426,"2,832","6,635","1,225","9,655","1,47,552",365,550,238,839,16.03,21.43,Urban
16208, Ambedkar Nagar ,364457,213450,"39,866","83,976",884,"1,159","21,512",502,649,"1,688",771,58.57,58," 1,822,285 ",Total,321866,189839,"35,999","81,290",452,532,"10,648",449,571,"1,470",616,58.98,96.02,96.00,Rural,42591,23611,"3,867","2,686",432,627,"10,864",53,78,218,155,55.44,72.35,Urban
16209, Auraiya ,248370,142883,"48,805","22,275",259,513,"32,687",123,216,185,424,57.53,57," 1,241,850 ",Total,207674,127014,"46,790","21,874",145,235,"10,881",112,127,171,325,61.16,94.38,94.00,Rural,40696,15869,"2,015",401,114,278,"21,806",11,89,14,99,38.99,45.25,Urban
16210, Azamgarh ,659930,341428,"73,286","1,86,351","1,178","3,226","49,699",822,"1,078","1,656","1,206",51.74,51," 3,299,650 ",Total,608684,317002,"71,676","1,85,282",817,"1,364","28,246",705,943,"1,558","1,091",52.08,94.69,94.00,Rural,51246,24426,"1,610","1,069",361,"1,862","21,453",117,135,98,115,47.66,53.79,Urban
16212, Baghpat ,207090,20127,"10,513","1,29,691",248,662,"44,732",63,405,240,409,9.72,9," 1,035,450 ",Total,162811,15762,"6,645","1,15,445",185,464,"23,556",39,172,236,307,9.68,84.93,84.00,Rural,44279,4365,"3,868","14,246",63,198,"21,176",24,233,4,102,9.86,50.92,Urban
16213, Bahraich ,595178,433474,"95,926","21,954",318,"2,576","38,940",366,446,263,915,72.83,72," 2,975,890 ",Total,549894,412081,"94,527","21,764",238,908,"18,719",340,345,235,737,74.94,96.17,96.00,Rural,45284,21393,"1,399",190,80,"1,668","20,221",26,101,28,178,47.24,50.99,Urban
16214, Ballia ,482440,236729,"40,483","1,36,247","1,107","1,935","62,157",523,986,"1,309",964,49.07,49," 2,412,200 ",Total,437289,217872,"38,088","1,34,544",718,"1,029","41,690",499,818,"1,229",802,49.82,89.75,89.00,Rural,45151,18857,"2,395","1,703",389,906,"20,467",24,168,80,162,41.76,51.88,Urban
16215, Balrampur ,320991,237984,"31,150","32,378",178,"1,829","16,229",223,201,335,484,74.14,74," 1,604,955 ",Total,296167,225256,"30,530","32,208",148,612,"6,289",208,183,317,416,76.06,97.40,97.00,Rural,24824,12728,620,170,30,"1,217","9,940",15,18,18,68,51.27,54.65,Urban
16216, Banda ,322737,207831,"13,705","71,558",142,"1,632","26,907",153,163,248,398,64.40,64," 1,613,685 ",Total,273445,185527,"12,568","69,189",69,245,"5,183",116,82,219,247,67.85,97.85,97.00,Rural,49292,22304,"1,137","2,369",73,"1,387","21,724",37,81,29,151,45.25,52.57,Urban
16217, Bara Banki ,567717,407702,"30,048","64,417",546,"1,947","60,554",481,464,536,"1,022",71.81,71," 2,838,585 ",Total,514291,383598,"28,932","63,373",378,"1,098","34,731",449,372,504,856,74.59,92.71,92.00,Rural,53426,24104,"1,116","1,044",168,849,"25,823",32,92,32,166,45.12,49.53,Urban
16218, Bareilly ,746222,251402,"46,218","2,29,991",920,"4,192","2,10,687",264,797,468,"1,283",33.69,33," 3,731,110 ",Total,475575,188004,"38,837","2,08,894",393,932,"36,831",167,524,284,709,39.53,91.77,91.00,Rural,270647,63398,"7,381","21,097",527,"3,260","1,73,856",97,273,184,574,23.42,34.21,Urban
16219, Basti ,379790,233674,"48,434","54,918",518,"1,896","37,593",328,521,"1,166",742,61.53,61," 1,898,950 ",Total,358566,227746,"47,895","54,726",448,878,"24,689",318,368,876,622,63.52,92.50,92.00,Rural,21224,5928,539,192,70,"1,018","12,904",10,153,290,120,27.93,33.07,Urban
16220, Bijnor ,628808,364527,"70,530","58,867",841,"2,256","1,28,042",253,"1,032","1,019","1,441",57.97,57," 3,144,040 ",Total,476873,304928,"65,374","53,107",694,946,"49,070",202,714,857,981,63.94,89.11,89.00,Rural,151935,59599,"5,156","5,760",147,"1,310","78,972",51,318,162,460,39.23,46.61,Urban
16211, Badaun ,610904,189080,"68,373","2,85,563",347,"2,839","62,863",173,388,315,963,30.95,30," 3,054,520 ",Total,501193,147293,"61,148","2,71,195",212,622,"19,316",144,324,265,674,29.39,95.79,95.00,Rural,109711,41787,"7,225","14,368",135,"2,217","43,547",29,64,50,289,38.09,57.94,Urban
16221, Bulandshahr ,582676,149044,"25,296","2,79,517",561,"1,850","1,24,641",111,722,240,694,25.58,25," 2,913,380 ",Total,438742,117450,"21,509","2,55,001",389,585,"42,639",74,425,192,478,26.77,89.93,89.00,Rural,143934,31594,"3,787","24,516",172,"1,265","82,002",37,297,48,216,21.95,41.77,Urban
16222, Chandauli ,294718,58557,"8,831","1,83,077","7,473","1,542","32,433",287,"1,025","1,080",413,19.87,19," 1,473,590 ",Total,256548,51678,"7,941","1,77,261","2,055",730,"14,469",249,922,950,293,20.14,93.50,93.00,Rural,38170,6879,890,"5,816","5,418",812,"17,964",38,103,130,120,18.02,50.13,Urban
16223, Chitrakoot ,167458,135937,"11,753","7,069",85,427,"11,637",111,59,105,275,81.18,81," 837,290 ",Total,150784,126849,"11,436","7,022",60,311,"4,688",101,42,95,180,84.13,96.47,96.00,Rural,16674,9088,317,47,25,116,"6,949",10,17,10,95,54.50,56.90,Urban
16224, Deoria ,472564,290293,"91,937","24,041",679,"2,251","60,348",412,795,789,"1,019",61.43,61," 2,362,820 ",Total,426692,272849,"89,870","23,729",514,"1,147","36,176",370,458,750,829,63.95,90.86,90.00,Rural,45872,17444,"2,067",312,165,"1,104","24,172",42,337,39,190,38.03,43.66,Urban
16225, Etah ,290474,135981,"28,144","87,272",248,544,"37,027",93,258,360,547,46.81,46," 1,452,370 ",Total,245668,120795,"27,203","85,434",193,365,"10,678",54,156,327,463,49.17,95.23,95.00,Rural,44806,15186,941,"1,838",55,179,"26,349",39,102,33,84,33.89,40.29,Urban
16226, Etawah ,275333,173028,"32,510","18,833",331,"1,499","47,520",284,326,387,615,62.84,62," 1,376,665 ",Total,214002,151171,"31,133","18,463",135,285,"11,646",203,205,316,445,70.64,94.03,94.00,Rural,61331,21857,"1,377",370,196,"1,214","35,874",81,121,71,170,35.64,38.92,Urban
16227, Faizabad ,417829,259070,"25,011","68,394",747,"3,816","58,328",469,593,324,"1,077",62.00,62," 2,089,145 ",Total,362059,243238,"24,130","67,101",292,"1,020","24,265",427,505,269,812,67.18,92.53,92.00,Rural,55770,15832,881,"1,293",455,"2,796","34,063",42,88,55,265,28.39,33.20,Urban
16228, Farrukhabad ,308056,132343,"44,078","69,215",611,"1,144","59,209",151,434,374,497,42.96,42," 1,540,280 ",Total,239285,112421,"42,161","65,597",292,390,"17,345",129,315,294,341,46.98,92.26,92.00,Rural,68771,19922,"1,917","3,618",319,754,"41,864",22,119,80,156,28.97,37.60,Urban
16229, Fatehpur ,473021,298161,"97,249","30,055",439,"1,634","43,492",402,364,207,"1,018",63.03,63," 2,365,105 ",Total,416615,274587,"93,984","28,809",320,608,"16,797",358,266,173,713,65.91,95.50,95.00,Rural,56406,23574,"3,265","1,246",119,"1,026","26,695",44,98,34,305,41.79,50.06,Urban
16230, Firozabad ,412147,185202,"29,573","89,185","3,180","1,571","1,00,919",574,678,507,758,44.94,44," 2,060,735 ",Total,271428,144010,"25,292","82,410",315,382,"17,998",123,286,110,502,53.06,92.89,92.00,Rural,140719,41192,"4,281","6,775","2,865","1,189","82,921",451,392,397,256,29.27,39.45,Urban
16231, Gautam Buddha Nagar ,316278,26279,"7,644","82,614",315,"2,969","1,93,902",239,721,335,"1,260",8.31,8," 1,581,390 ",Total,109179,13129,"4,289","68,059",119,720,"21,966",50,447,44,356,12.03,78.44,78.00,Rural,207099,13150,"3,355","14,555",196,"2,249","1,71,936",189,274,291,904,6.35,15.23,Urban
