DistrictID,DistrictName,Total,FireWood,CropResidue,CowdungCake,Coal,Kerosene,LPG,Electricity,Biogas,Other,NoCooking,pctFireWood,pctbiomass, pop ,category,TotalRural,RFireWood,RCropResidue,RCowdungCake,RCoal,RKerosene,RLPG,RElectricity,RBiogas,ROther,RNoCooking,pctRFireWood,pctbiomass,pctbiomass,category,TotalUrban,UFireWood,UCropResidue,UCowdungCake,UCoal,UKerosene,ULPG,UElectricity,UBiogas,UOther,UNoCooking,pctUFireWood,pctbiomass,category
15837, Amreli ,294071,124868,"55,262","14,565",552,"11,034","80,378",104,"6,217",302,789,42.46,42," 1,470,355 ",Total,218891,104972,"52,920","12,754",241,"5,469","35,837",92,"5,850",243,513,47.96,78.18,78.00,Rural,75180,19896,"2,342","1,811",311,"5,565","44,541",12,367,59,276,26.46,32.48,Urban
15838, Anand ,427164,236768,"20,559","3,769",437,"13,922","1,47,122",80,"2,678",183,"1,646",55.43,55," 2,135,820 ",Total,297069,205214,"18,450","3,124",217,"7,546","60,314",65,"1,076",103,960,69.08,76.45,76.00,Rural,130095,31554,"2,109",645,220,"6,376","86,808",15,"1,602",80,686,24.25,26.60,Urban
15839, Banas Kantha ,561128,413828,"36,307","2,596",506,"20,244","84,832",102,"1,633",167,913,73.75,73," 2,805,640 ",Total,479308,390513,"35,485","2,386",382,"10,389","38,020",94,"1,263",147,629,81.47,89.49,89.00,Rural,81820,23315,822,210,124,"9,855","46,812",8,370,20,284,28.50,29.93,Urban
15840, Bharuch ,335098,158840,"22,134","6,308",426,"20,110","1,21,542",106,"3,386",322,"1,924",47.40,47," 1,675,490 ",Total,217028,140573,"21,027","5,418",230,"8,944","37,892",78,"1,494",242,"1,130",64.77,77.17,77.00,Rural,118070,18267,"1,107",890,196,"11,166","83,650",28,"1,892",80,794,15.47,17.40,Urban
15841, Bhavnagar ,542464,248057,"64,644","13,213","1,517","38,021","1,71,327",665,"2,852",314,"1,854",45.73,45," 2,712,320 ",Total,303727,191348,"60,413","7,435",234,"7,960","33,798",601,"1,199",105,634,63.00,85.45,85.00,Rural,238737,56709,"4,231","5,778","1,283","30,061","1,37,529",64,"1,653",209,"1,220",23.75,28.57,Urban
15842, Dahod ,329872,257701,"13,648","25,143",184,"3,474","28,030",136,996,183,377,78.12,78," 1,649,360 ",Total,294997,246421,"13,299","24,797",161,"2,123","7,244",104,482,103,263,83.53,96.54,96.00,Rural,34875,11280,349,346,23,"1,351","20,786",32,514,80,114,32.34,34.63,Urban
15843, Gandhinagar ,287200,118802,"16,402","2,016",386,"13,132","1,32,683",67,"2,611",105,996,41.37,41," 1,436,000 ",Total,160460,90704,"14,512","1,500",298,"6,962","44,455",37,"1,482",14,496,56.53,66.70,66.00,Rural,126740,28098,"1,890",516,88,"6,170","88,228",30,"1,129",91,500,22.17,24.21,Urban
15844, Jamnagar ,424336,153922,"27,023","53,650","4,246","35,026","1,42,974",501,"4,431",178,"2,385",36.27,36," 2,121,680 ",Total,230295,124385,"24,665","41,418",550,"11,335","24,123",147,"2,829",73,770,54.01,82.98,82.00,Rural,194041,29537,"2,358","12,232","3,696","23,691","1,18,851",354,"1,602",105,"1,615",15.22,24.70,Urban
15845, Junagadh ,526674,280241,"27,525","37,791","1,730","23,118","1,44,561",261,"9,783",111,"1,553",53.21,53," 2,633,370 ",Total,346939,231569,"23,862","32,080",322,"8,672","40,932",167,"8,413",52,870,66.75,82.98,82.00,Rural,179735,48672,"3,663","5,711","1,408","14,446","1,03,629",94,"1,370",59,683,27.08,33.11,Urban
15847, Kheda ,462134,296813,"38,827","4,750",361,"15,266","99,982",96,"4,294",307,"1,438",64.23,64," 2,310,670 ",Total,358132,263819,"37,493","4,354",243,"8,365","40,006",82,"2,597",179,994,73.67,85.47,85.00,Rural,104002,32994,"1,334",396,118,"6,901","59,976",14,"1,697",128,444,31.72,33.62,Urban
15848, Mahesana ,425907,185875,"27,789","2,148",424,"23,095","1,80,985",91,"4,066",134,"1,300",43.64,43," 2,129,535 ",Total,318040,164580,"26,665","1,937",320,"16,283","1,04,257",70,"2,873",117,938,51.75,60.88,60.00,Rural,107867,21295,"1,124",211,104,"6,812","76,728",21,"1,193",17,362,19.74,21.09,Urban
15849, Narmada ,122039,95779,"9,127","1,775",58,"1,075","12,997",267,588,11,362,78.48,78," 610,195 ",Total,109005,91630,"8,989","1,715",41,556,"5,117",265,443,4,245,84.06,93.92,93.00,Rural,13034,4149,138,60,17,519,"7,880",2,145,7,117,31.83,33.54,Urban
15850, Navsari ,294176,159769,"2,061",694,144,"10,103","1,14,620",34,"5,583",201,967,54.31,54," 1,470,880 ",Total,203615,148026,"1,859",494,57,"2,185","45,891",27,"4,412",183,481,72.70,73.97,73.00,Rural,90561,11743,202,200,87,"7,918","68,729",7,"1,171",18,486,12.97,13.53,Urban
15851, Panch Mahals ,446746,346281,"21,844","3,424",232,"9,534","59,096",126,"5,043",382,784,77.51,77," 2,233,730 ",Total,378617,327782,"21,362","3,276",99,"3,623","16,888",114,"4,633",299,541,86.57,93.19,93.00,Rural,68129,18499,482,148,133,"5,911","42,208",12,410,83,243,27.15,28.39,Urban
15852, Patan ,269174,174726,"12,849","2,247",715,"9,500","66,310",72,"1,909",40,806,64.91,64," 1,345,870 ",Total,210593,160403,"12,440","1,587",230,"5,036","29,295",58,"1,036",29,479,76.17,82.95,82.00,Rural,58581,14323,409,660,485,"4,464","37,015",14,873,11,327,24.45,27.12,Urban
15853, Porbandar ,124769,53749,"2,556","16,664",751,"7,271","41,686",51,"1,512",40,489,43.08,43," 623,845 ",Total,63553,43238,"2,211","8,432",79,"1,621","6,482",45,"1,211",11,223,68.03,84.92,84.00,Rural,61216,10511,345,"8,232",672,"5,650","35,204",6,301,29,266,17.17,32.33,Urban
15854, Rajkot ,782631,166529,"81,528","65,362","7,056","87,395","3,62,140",344,"8,086",635,"3,556",21.28,21," 3,913,155 ",Total,313713,111990,"76,926","49,165","2,027","14,691","52,229",172,"5,315",174,"1,024",35.70,76.59,76.00,Rural,468918,54539,"4,602","16,197","5,029","72,704","3,09,911",172,"2,771",461,"2,532",11.63,17.24,Urban
15855, Sabar Kantha ,478497,268290,"69,022","4,136",416,"27,005","99,037",70,"9,234",129,"1,158",56.07,56," 2,392,485 ",Total,404203,247830,"67,760","3,863",256,"17,905","57,452",60,"8,070",121,886,61.31,79.13,79.00,Rural,74294,20460,"1,262",273,160,"9,100","41,585",10,"1,164",8,272,27.54,29.83,Urban
15856, Surat ,1299670,198290,"11,977","6,735","26,836","2,23,961","8,15,423",230,"7,786","1,308","7,124",15.26,15," 6,498,350 ",Total,263433,145890,"9,317","4,212","1,220","13,353","85,090",67,"3,140",133,"1,011",55.38,61.03,61.00,Rural,1036237,52400,"2,660","2,523","25,616","2,10,608","7,30,333",163,"4,646","1,175","6,113",5.06,8.14,Urban
15857, Surendranagar ,342337,188729,"44,499","7,977",958,"19,437","77,857",155,"1,308",127,"1,290",55.13,55," 1,711,685 ",Total,241831,161768,"42,913","4,436",257,"6,995","23,866",136,631,103,726,66.89,86.62,86.00,Rural,100506,26961,"1,586","3,541",701,"12,442","53,991",19,677,24,564,26.83,32.65,Urban
15858, The Dangs ,48448,45816,193,27,10,174,"2,029",22,132,0,45,94.57,94," 242,240 ",Total,43842,43199,169,7,5,41,356,20,21,0,24,98.53,98.95,98.00,Rural,4606,2617,24,20,5,133,"1,673",2,111,0,21,56.82,57.88,Urban
15859, Vadodara ,880121,345100,"53,126","8,156",502,"51,903","4,11,734",314,"5,651",276,"3,359",39.21,39," 4,400,605 ",Total,418851,299839,"51,504","6,157",196,"7,044","50,792",159,"1,731",108,"1,321",71.59,85.43,85.00,Rural,461270,45261,"1,622","1,999",306,"44,859","3,60,942",155,"3,920",168,"2,038",9.81,10.70,Urban
15834, North Goa ,179085,35792,"1,579",357,203,"6,186","1,32,612",125,815,99,"1,317",19.99,19," 895,425 ",Total,71412,23313,806,117,86,"1,758","44,650",69,186,24,403,32.65,34.09,34.00,Rural,107673,12479,773,240,117,"4,428","87,962",56,629,75,914,11.59,12.71,Urban
15835, South Goa ,143728,31148,"1,278",353,194,"7,142","1,02,191",49,374,78,921,21.67,21," 718,640 ",Total,53262,20776,658,128,46,"1,486","29,537",25,245,32,329,39.01,40.63,40.00,Rural,90466,10372,620,225,148,"5,656","72,654",24,129,46,592,11.47,12.61,Urban
15861, Ambala ,208071,39495,"4,235","36,180",193,"4,460","1,21,622",42,"1,076",75,693,18.98,18," 1,040,355 ",Total,112525,32384,"2,125","32,791",68,"1,422","42,628",27,708,36,336,28.78,59.90,59.00,Rural,95546,7111,"2,110","3,389",125,"3,038","78,994",15,368,39,357,7.44,13.37,Urban
15862, Bhiwani ,308812,134538,"66,999","16,391",186,"1,020","88,938",71,218,73,378,43.57,43," 1,544,060 ",Total,245761,123840,"63,775","12,831",134,272,"44,443",67,129,51,219,50.39,81.64,81.00,Rural,63051,10698,"3,224","3,560",52,748,"44,495",4,89,22,159,16.97,27.84,Urban
15863, Faridabad ,353066,41979,"5,298","36,723","1,063","7,051","2,58,422",83,928,524,995,11.89,11," 1,765,330 ",Total,60315,17685,"2,268","25,034",78,128,"14,829",24,110,23,136,29.32,74.75,74.00,Rural,292751,24294,"3,030","11,689",985,"6,923","2,43,593",59,818,501,859,8.30,13.83,Urban
15864, Fatehabad ,176094,55138,"50,865","16,720",118,522,"51,693",40,676,44,278,31.31,31," 880,470 ",Total,141266,49481,"49,999","14,537",89,324,"25,946",29,617,23,221,35.03,80.79,80.00,Rural,34828,5657,866,"2,183",29,198,"25,747",11,59,21,57,16.24,25.14,Urban
15865, Gurgaon ,320642,44154,"26,625","7,049",325,"2,080","2,38,359",200,501,605,744,13.77,13," 1,603,210 ",Total,88013,23234,"22,321","4,682",69,329,"37,008",20,150,38,162,26.40,57.20,57.00,Rural,232629,20920,"4,304","2,367",256,"1,751","2,01,351",180,351,567,582,8.99,12.21,Urban
15866, Hisar ,325046,108995,"80,153","23,525",130,873,"1,10,495",56,299,98,422,33.53,33," 1,625,230 ",Total,221028,90703,"76,318","18,621",74,254,"34,626",43,154,22,213,41.04,84.03,84.00,Rural,104018,18292,"3,835","4,904",56,619,"75,869",13,145,76,209,17.59,26.11,Urban
15867, Jhajjar ,183400,52133,"44,257","15,213",166,739,"70,149",90,203,121,329,28.43,28," 917,000 ",Total,134340,45615,"42,916","12,830",99,266,"32,172",79,128,32,203,33.95,75.55,75.00,Rural,49060,6518,"1,341","2,383",67,473,"37,977",11,75,89,126,13.29,21.19,Urban
15868, Jind ,244582,71496,"32,301","60,085",158,903,"78,386",77,545,184,447,29.23,29," 1,222,910 ",Total,187059,62033,"29,041","54,471",128,448,"40,065",68,441,41,323,33.16,77.90,77.00,Rural,57523,9463,"3,260","5,614",30,455,"38,321",9,104,143,124,16.45,32.18,Urban
15869, Kaithal ,200221,36384,"5,358","91,975",176,"1,836","62,668",117,"1,203",107,397,18.17,18," 1,001,105 ",Total,154438,28948,"4,409","84,119",147,830,"34,537",104,"1,006",75,263,18.74,76.21,76.00,Rural,45783,7436,949,"7,856",29,"1,006","28,131",13,197,32,134,16.24,35.61,Urban
15870, Karnal ,284551,44872,"3,748","87,399",360,"3,123","1,43,133",56,"1,092",93,675,15.77,15," 1,422,755 ",Total,194003,36363,"2,980","81,213",151,"1,202","70,614",45,974,38,423,18.74,62.24,62.00,Rural,90548,8509,768,"6,186",209,"1,921","72,519",11,118,55,252,9.40,17.37,Urban
15871, Kurukshetra ,179391,24022,"3,889","56,101",114,"3,252","90,150",24,"1,291",39,509,13.39,13," 896,955 ",Total,126220,19006,"2,753","54,010",99,"1,730","47,021",23,"1,244",25,309,15.06,60.13,60.00,Rural,53171,5016,"1,136","2,091",15,"1,522","43,129",1,47,14,200,9.43,15.56,Urban
15872, Mahendragarh ,168525,44292,"76,974",868,61,350,"45,359",82,256,67,216,26.28,26," 842,625 ",Total,145235,39632,"74,238",743,52,111,"30,040",75,130,60,154,27.29,78.99,78.00,Rural,23290,4660,"2,736",125,9,239,"15,319",7,126,7,62,20.01,32.36,Urban
15873, Panchkula ,110236,28345,844,"4,825",75,"5,783","69,687",30,170,30,447,25.71,25," 551,180 ",Total,42651,21506,525,"4,624",26,726,"14,967",6,127,10,134,50.42,62.58,62.00,Rural,67585,6839,319,201,49,"5,057","54,720",24,43,20,313,10.12,10.99,Urban
15874, Panipat ,220388,37988,"3,683","51,395",417,"3,988","1,21,846",61,431,115,464,17.24,17," 1,101,940 ",Total,114922,27924,"2,362","40,987",256,889,"42,013",34,251,32,174,24.30,62.27,62.00,Rural,105466,10064,"1,321","10,408",161,"3,099","79,833",27,180,83,290,9.54,20.89,Urban
15875, Rewari ,169128,23719,"79,785","1,911",93,582,"62,667",44,90,26,211,14.02,14," 845,640 ",Total,126261,18612,"76,674","1,523",32,146,"29,048",20,53,17,136,14.74,76.71,76.00,Rural,42867,5107,"3,111",388,61,436,"33,619",24,37,9,75,11.91,20.24,Urban
15876, Rohtak ,202933,64108,"18,849","23,338",173,"1,025","94,633",38,255,128,386,31.59,31," 1,014,665 ",Total,115506,52776,"17,182","17,865",107,210,"26,891",26,157,90,202,45.69,76.20,76.00,Rural,87427,11332,"1,667","5,473",66,815,"67,742",12,98,38,184,12.96,21.25,Urban
15877, Sirsa ,240217,78696,"83,430","5,506",175,970,"70,538",39,392,84,387,32.76,32," 1,201,085 ",Total,178789,65976,"81,611","3,919",131,370,"26,162",29,328,46,217,36.90,84.84,84.00,Rural,61428,12720,"1,819","1,587",44,600,"44,376",10,64,38,170,20.71,26.39,Urban
15878, Sonepat ,269658,83152,"12,264","43,932",291,"2,838","1,26,009",62,428,161,521,30.84,30," 1,348,290 ",Total,180286,72191,"10,337","37,786",135,902,"58,226",42,272,70,325,40.04,66.85,66.00,Rural,89372,10961,"1,927","6,146",156,"1,936","67,783",20,156,91,196,12.26,21.57,Urban
15879, Yamuna Nagar ,228163,74670,"3,555","33,027",350,"5,407","1,09,080",48,"1,248",126,652,32.73,32," 1,140,815 ",Total,133009,60525,"2,399","29,932",111,837,"37,597",35,"1,140",94,339,45.50,69.97,69.00,Rural,95154,14145,"1,156","3,095",239,"4,570","71,483",13,108,32,313,14.87,19.62,Urban
15881, Chamba ,101972,77954,492,64,7,"1,739","21,458",74,34,4,146,76.45,76," 509,860 ",Total,94574,77460,481,60,7,"1,184","15,193",63,29,4,93,81.90,82.49,82.00,Rural,7398,494,11,4,0,555,"6,265",11,5,0,53,6.68,6.88,Urban
15882, Hamirpur ,105068,67972,994,109,20,744,"34,978",20,68,21,142,64.69,64," 525,340 ",Total,97893,67017,937,106,20,464,"29,134",18,64,21,112,68.46,69.57,69.00,Rural,7175,955,57,3,0,280,"5,844",2,4,0,30,13.31,14.15,Urban
15883, Kangra ,336407,181025,"1,664",386,58,"3,996","1,48,361",84,257,43,533,53.81,53," 1,682,035 ",Total,316419,178393,"1,634",365,57,"3,452","1,31,762",75,241,40,400,56.38,57.04,57.00,Rural,19988,2632,30,21,1,544,"16,599",9,16,3,133,13.17,13.44,Urban
15884, Kinnaur ,19535,5945,"1,148",22,35,"1,339","10,740",125,19,2,160,30.43,30," 97,675 ",Total,19535,5945,"1,148",22,35,"1,339","10,740",125,19,2,160,30.43,36.61,36.00,Rural,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,Urban
15885, Kullu ,95545,50810,341,30,16,"3,565","40,064",140,39,15,525,53.18,53," 477,725 ",Total,84501,50145,331,27,14,"2,587","30,902",125,30,11,329,59.34,59.80,59.00,Rural,11044,665,10,3,2,978,"9,162",15,9,4,196,6.02,6.19,Urban
15886," Lahul & Spiti 
",6695,3591,32,789,0,223,"2,046",0,0,3,11,53.64,53," 33,475 ",Total,6695,3591,32,789,0,223,"2,046",0,0,3,11,53.64,65.94,65.00,Rural,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,Urban
15887, Mandi ,219994,154070,"3,380",139,44,"2,202","59,324",348,129,39,319,70.03,70," 1,099,970 ",Total,204051,152729,"3,319",136,34,"1,542","45,668",216,116,25,266,74.85,76.57,76.00,Rural,15943,1341,61,3,10,660,"13,656",132,13,14,53,8.41,8.96,Urban
15888, Shimla ,180770,64226,916,95,32,"5,055","1,08,888",801,241,36,480,35.53,35," 903,850 ",Total,130864,63411,726,88,26,"2,349","63,501",321,202,19,221,48.46,49.11,49.00,Rural,49906,815,190,7,6,"2,706","45,387",480,39,17,259,1.63,2.07,Urban
15889, Sirmaur ,97090,63145,"1,761",165,34,"2,036","28,904",110,189,51,695,65.04,65," 485,450 ",Total,84317,62450,"1,466",153,30,"1,528","17,789",100,151,48,602,74.07,76.08,76.00,Rural,12773,695,295,12,4,508,"11,115",10,38,3,93,5.44,7.90,Urban
15890, Solan ,123353,58766,"1,534",110,48,"7,820","53,722",420,114,53,766,47.64,47," 616,765 ",Total,97237,57866,"1,293",95,44,"4,968","32,107",198,90,48,528,59.51,61.03,61.00,Rural,26116,900,241,15,4,"2,852","21,615",222,24,5,238,3.45,4.46,Urban
15891, Una ,109699,62165,"1,603",341,48,"1,285","43,809",26,85,38,299,56.67,56," 548,495 ",Total,99791,60257,"1,456",275,40,804,"36,617",21,71,11,239,60.38,62.17,62.00,Rural,9908,1908,147,66,8,481,"7,192",5,14,27,60,19.26,21.76,Urban
15928, Bagalkot ,355377,291673,"7,381",308,169,"3,720","49,345",157,"1,556",183,885,82.07,82," 1,776,885 ",Total,238746,221199,"5,855",137,54,525,"9,690",72,716,103,395,92.65,95.23,95.00,Rural,116631,70474,"1,526",171,115,"3,195","39,655",85,840,80,490,60.42,62.05,Urban
15929, Bangalore Rural ,2377056,154686,"8,388","1,621","1,681","379,053","1,788,912","4,245","20,613","2,191","15,666",6.51,6," 11,885,280 ",Total,207628,65830,"1,714",122,283,"35,250","99,170",304,"3,348",256,"1,351",31.71,32.85,32.00,Rural,2169428,88856,"6,674","1,499","1,398","343,803","1,689,742","3,941","17,265","1,935","14,315",4.10,4.63,Urban
15930, Bangalore Urban ,224745,121593,"1,596",144,111,"19,968","77,454",324,"2,600",116,839,54.10,54," 1,123,725 ",Total,162398,111379,"1,260",103,82,"7,520","39,087",191,"2,165",80,531,68.58,69.52,69.00,Rural,62347,10214,336,41,29,"12,448","38,367",133,435,36,308,16.38,17.09,Urban
15931, Belgaum ,963825,611049,"58,676","14,489",707,"17,238","240,742",798,"14,869","1,749","3,508",63.40,63," 4,819,125 ",Total,708069,543951,"55,265","13,890",312,"2,863","75,090",429,"12,500","1,251","2,518",76.82,86.81,86.00,Rural,255756,67098,"3,411",599,395,"14,375","165,652",369,"2,369",498,990,26.24,28.15,Urban
15932, Bellary ,481704,331082,"10,511",470,450,"19,552","114,040",687,"2,862",373,"1,677",68.73,68," 2,408,520 ",Total,291383,252771,"8,474",224,147,"2,432","25,033",230,"1,225",237,610,86.75,89.87,89.00,Rural,190321,78311,"2,037",246,303,"17,120","89,007",457,"1,637",136,"1,067",41.15,42.58,Urban
15933, Bidar ,313521,224223,"42,966","2,103",481,"6,037","34,924",318,"1,135",647,687,71.52,71," 1,567,605 ",Total,237380,187716,"39,079","1,794",228,712,"6,430",202,542,300,377,79.08,96.52,96.00,Rural,76141,36507,"3,887",309,253,"5,325","28,494",116,593,347,310,47.95,54.25,Urban
15934, Bijapur ,405076,324271,"10,464",768,685,"6,876","58,890",249,"1,817",313,743,80.05,80," 2,025,380 ",Total,307984,283882,"8,312",575,96,583,"12,889",169,836,236,406,92.17,95.17,95.00,Rural,97092,40389,"2,152",193,589,"6,293","46,001",80,981,77,337,41.60,44.70,Urban
15934, Bijapur ,244198,188325,"6,003",171,142,"6,253","40,944",63,"1,563",222,512,77.12,77," 1,220,990 ",Total,203748,171341,"5,456",149,117,"1,629","23,637",39,941,48,391,84.09,86.93,86.00,Rural,40450,16984,547,22,25,"4,624","17,307",24,622,174,121,41.99,43.89,Urban
15935, Chamrajnagar ,282311,208742,"4,211",188,155,"12,989","50,936",301,"3,825",189,775,73.94,73," 1,411,555 ",Total,220309,188641,"3,656",148,125,"2,629","20,866",176,"3,389",167,512,85.63,87.48,87.00,Rural,62002,20101,555,40,30,"10,360","30,070",125,436,22,263,32.42,33.46,Urban
15936, Chikmagalur ,272173,183934,"3,948",143,215,"5,099","74,534",163,"2,982",198,957,67.58,67," 1,360,865 ",Total,215334,172164,"3,711",114,159,926,"34,933",116,"2,486",176,549,79.95,81.88,81.00,Rural,56839,11770,237,29,56,"4,173","39,601",47,496,22,408,20.71,21.31,Urban
15937, Chitradurga ,354143,273424,"9,233",753,467,"6,718","60,522",189,"1,765",218,854,77.21,77," 1,770,715 ",Total,282019,249066,"8,382",683,398,949,"20,593",125,"1,060",201,562,88.32,91.74,91.00,Rural,72124,24358,851,70,69,"5,769","39,929",64,705,17,292,33.77,35.17,Urban
15938, Dakshin Kannad ,425291,236792,"1,668",183,268,"6,449","175,270",174,"3,262",289,936,55.68,55," 2,126,455 ",Total,220806,179749,"1,077",111,158,504,"36,161",54,"2,629",67,296,81.41,82.05,82.00,Rural,204485,57043,591,72,110,"5,945","139,109",120,633,222,640,27.90,28.38,Urban
15939, Davanagere ,404840,260797,"29,883",459,210,"6,268","100,812",245,"4,562",345,"1,259",64.42,64," 2,024,200 ",Total,272929,213579,"26,759",352,138,621,"27,086",116,"3,350",301,627,78.25,88.35,88.00,Rural,131911,47218,"3,124",107,72,"5,647","73,726",129,"1,212",44,632,35.80,38.33,Urban
15940, Dharwad ,372054,186669,"22,282",598,309,"17,132","140,584",281,"2,037",988,"1,174",50.17,50," 1,860,270 ",Total,157960,128718,"18,987",125,36,547,"8,518",59,635,175,160,81.49,93.72,93.00,Rural,214094,57951,"3,295",473,273,"16,585","132,066",222,"1,402",813,"1,014",27.07,29.34,Urban
15941, Gadag ,215602,169077,"9,588",142,212,"2,408","31,959",123,"1,441",166,486,78.42,78," 1,078,010 ",Total,137799,123221,"7,451",60,51,251,"6,136",55,292,33,249,89.42,94.93,94.00,Rural,77803,45856,"2,137",82,161,"2,157","25,823",68,"1,149",133,237,58.94,62.17,Urban
15942, Gulbarga ,465245,339203,"30,082","1,181","1,159","12,836","77,334",434,"1,625",342,"1,049",72.91,72," 2,326,225 ",Total,311531,274115,"25,629",807,176,742,"8,730",228,426,194,484,87.99,96.59,96.00,Rural,153714,65088,"4,453",374,983,"12,094","68,604",206,"1,199",148,565,42.34,46.22,Urban
15943, Hassan ,429292,307383,"7,053",237,131,"16,012","90,599",198,"6,703",180,796,71.60,71," 2,146,460 ",Total,339911,292325,"6,717",188,94,"2,227","32,111",104,"5,655",121,369,86.00,88.10,88.00,Rural,89381,15058,336,49,37,"13,785","58,488",94,"1,048",59,427,16.85,17.39,Urban
15944, Haveri ,325456,228090,"50,428",244,192,"1,783","41,517",103,"2,486",144,469,70.08,70," 1,627,280 ",Total,254181,191142,"47,519",226,46,328,"12,422",60,"2,084",76,278,75.20,94.03,94.00,Rural,71275,36948,"2,909",18,146,"1,455","29,095",43,402,68,191,51.84,56.25,Urban
15945, Kodagu ,138303,93640,"1,011",54,169,"1,147","40,958",54,905,26,339,67.71,67," 691,515 ",Total,118509,90252,884,43,165,554,"25,612",47,664,20,268,76.16,77.09,77.00,Rural,19794,3388,127,11,4,593,"15,346",7,241,6,71,17.12,17.86,Urban
15946, Kolar ,330990,226857,"4,433",341,245,"23,128","72,407",442,"2,122",112,903,68.54,68," 1,654,950 ",Total,226245,194885,"3,296",208,141,"2,689","22,875",135,"1,562",44,410,86.14,87.77,87.00,Rural,104745,31972,"1,137",133,104,"20,439","49,532",307,560,68,493,30.52,31.90,Urban
15947, Koppal ,259396,218282,"3,720",410,189,"3,243","31,673",364,733,178,604,84.15,84," 1,296,980 ",Total,213217,191289,"3,241",378,170,"1,455","15,560",204,405,158,357,89.72,91.57,91.00,Rural,46179,26993,479,32,19,"1,788","16,113",160,328,20,247,58.45,59.64,Urban
15948, Mandya ,426578,317724,"7,501",217,171,"16,614","80,452",347,"2,649",151,752,74.48,74," 2,132,890 ",Total,354049,297842,"6,899",179,126,"3,409","42,809",192,"2,116",39,438,84.12,86.17,86.00,Rural,72529,19882,602,38,45,"13,205","37,643",155,533,112,314,27.41,28.51,Urban
15949, Mysore ,688422,342686,"13,232",501,365,"50,560","273,706",471,"4,602",490,"1,809",49.78,49," 3,442,110 ",Total,401655,309861,"12,200",245,233,"5,771","69,439",161,"2,747",273,725,77.15,80.37,80.00,Rural,286767,32825,"1,032",256,132,"44,789","204,267",310,"1,855",217,"1,084",11.45,12.02,Urban
15950, Raichur ,359337,285093,"10,041",684,464,"4,772","51,443","2,643","2,302",614,"1,281",79.34,79," 1,796,685 ",Total,264274,235141,"7,883",488,339,"1,186","16,806",420,"1,142",158,711,88.98,92.33,92.00,Rural,95063,49952,"2,158",196,125,"3,586","34,637","2,223","1,160",456,570,52.55,55.63,Urban
15951, Shimoga ,402139,238951,"7,295",375,404,"16,435","128,087",965,"8,241",225,"1,161",59.42,59," 2,010,695 ",Total,257060,205476,"6,270",270,165,"1,087","35,825",254,"7,174",82,457,79.93,82.57,82.00,Rural,145079,33475,"1,025",105,239,"15,348","92,262",711,"1,067",143,704,23.07,24.12,Urban
15952, Tumkur ,636394,481361,"10,322",436,254,"21,307","116,539",391,"3,921",267,"1,596",75.64,75," 3,181,970 ",Total,495885,444010,"9,539",361,146,"3,331","35,000",188,"2,101",210,999,89.54,91.61,91.00,Rural,140509,37351,783,75,108,"17,976","81,539",203,"1,820",57,597,26.58,27.31,Urban
15953, Udupi ,246313,156350,"1,196",95,278,"1,157","83,810",483,"2,268",119,557,63.48,63," 1,231,565 ",Total,174548,129577,908,67,173,453,"40,825",458,"1,700",61,326,74.24,74.93,74.00,Rural,71765,26773,288,28,105,704,"42,985",25,568,58,231,37.31,37.97,Urban
15954, Uttar Kannand ,319912,212051,"2,326",297,105,"3,612","88,187","1,092","11,111",141,990,66.28,66," 1,599,560 ",Total,226803,178275,"1,792",192,65,959,"33,518",597,"10,769",105,531,78.60,79.55,79.00,Rural,93109,33776,534,105,40,"2,653","54,669",495,342,36,459,36.28,37.04,Urban
16018, Ahmednagar ,901748,521972,"20,176","7,848","1,634","35,313","3,00,116",589,"6,106",925,"7,069",57.88,57," 4,508,740 ",Total,717718,494753,"18,572","7,061","1,241","17,419","1,67,416",526,"5,599",625,"4,506",68.93,72.77,72.00,Rural,184030,27219,"1,604",787,393,"17,894","1,32,700",63,507,300,"2,563",14.79,16.47,Urban
16019, Akola ,391135,215178,"55,199","2,481",331,"7,743","1,07,463",170,443,317,"1,810",55.01,55," 1,955,675 ",Total,247752,166620,"52,020","1,186",149,937,"25,499",115,285,178,763,67.25,88.86,88.00,Rural,143383,48558,"3,179","1,295",182,"6,806","81,964",55,158,139,"1,047",33.87,37.21,Urban
16020, Amravati ,637446,371157,"70,603","2,406",530,"10,952","1,75,917",287,937,"1,025","3,632",58.23,58," 3,187,230 ",Total,424563,304986,"66,414","1,874",240,"1,586","46,461",227,658,731,"1,386",71.84,88.15,88.00,Rural,212883,66171,"4,189",532,290,"9,366","1,29,456",60,279,294,"2,246",31.08,33.58,Urban
16021, Aurangabad ,736587,349275,"55,196","5,312",930,"72,268","2,46,324",591,"1,230",627,"4,834",47.42,47," 3,682,935 ",Total,419120,306372,"51,967","4,346",473,"11,241","41,805",363,655,356,"1,542",73.10,86.73,86.00,Rural,317467,42903,"3,229",966,457,"61,027","2,04,519",228,575,271,"3,292",13.51,15.06,Urban
