State,DistrictID,DistrictName,gwDepth,GCAKharif,GCARabi,GCASummer,GIAKharif,GIARabi,GIASummer,kwhkharif,kwhrabi,kwhsummer,TotalEnergy
Uttar Pradesh,16252, Mahoba ,12,121349,220291,201,98.37963845,402.661428,83.87179627,38.79,88.32,0,24.16
Uttar Pradesh,16253, Mainpuri ,8,102813,130492,22694,9928.128208,18229.52963,11639.65501,39.9,61.53,0,12.13
Uttar Pradesh,16254, Mathura ,22,191709,187935,22263,5985.690451,9749.257117,2005.432289,126.97,187.92,0,59.65
Uttar Pradesh,16255, Mau ,8,49761,214899,1022,20966.38436,25800.10233,15763.40617,29.56,70.06,0,16.52
Uttar Pradesh,16256, Meerut ,17,145115,165439,682,22821.2567,24307.81692,37290.45494,93.56,109.92,0,31.76
Uttar Pradesh,16257, Mirzapur ,27,161599,265606,11319,13169.62396,21162.21253,7188.844327,93.18,235.18,0,77.52
Uttar Pradesh,16258, Moradabad ,13,107460,108900,9568,29778.14543,32882.84743,28842.02704,62.47,90.17,0,16.53
Uttar Pradesh,16259, Muzaffarnagar ,20,211715,228447,129902,33799.44312,33582.66614,56845.8467,112.65,116.15,0,50.38
Uttar Pradesh,16260, Pilibhit ,5,156565,165255,3029,7777.284862,7691.93336,626.2242695,22.32,34.21,119.16,9.5
Uttar Pradesh,16261, Pratapgarh ,20,290033,294654,70118,14277.35159,16920.80679,4106.009046,81.6,179.52,0,76.56
Uttar Pradesh,16261, Pratapgarh ,20,290033,294654,70118,14277.35159,16920.80679,4106.009046,81.6,179.52,0,76.56
Uttar Pradesh,16262, Rae Bareli ,15,341539,371272,225912,17007.70567,23059.64904,8891.194286,64.7,132.78,0,71.39
Uttar Pradesh,16263, Rampur ,10,203878,206970,51510,16325.58899,16344.12567,4450.202901,47.17,66.53,237.77,35.63
Uttar Pradesh,16264, Saharanpur ,14,165880,181425,3078,24599.41196,24929.21678,29176.99194,71.46,74.12,0,25.3
Uttar Pradesh,16265, Sant Kabir Nagar ,8,202805,222733,5255,3736.70119,4696.589415,2150.677918,29.95,68.8,190.44,22.39
Uttar Pradesh,16266, Sant Ravi Das Nagar ,8,189560,177072,26827,18376.53084,25125.89805,14823.88678,28.57,72.7,0,18.28
Uttar Pradesh,16266, Sant Ravi Das Nagar ,8,189560,177072,26827,18376.53084,25125.89805,14823.88678,28.57,72.7,0,18.28
Uttar Pradesh,16266, Sant Ravi Das Nagar ,8,189560,177072,26827,18376.53084,25125.89805,14823.88678,28.57,72.7,0,18.28
Uttar Pradesh,16267, Shahjahanpur ,11,297886,283991,156543,13221.29895,13457.98734,314.941798,49.55,79.29,272.86,79.99
Uttar Pradesh,16268, Shravasti ,61,103938,109525,7555,7168.907671,9996.520929,2855.757661,241.69,388.23,0,67.64
Uttar Pradesh,16268, Shravasti ,61,103938,109525,7555,7168.907671,9996.520929,2855.757661,241.69,388.23,0,67.64
Uttar Pradesh,16268, Shravasti ,61,103938,109525,7555,7168.907671,9996.520929,2855.757661,241.69,388.23,0,67.64
Uttar Pradesh,16269, Siddharth Nagar ,8,50489,53800,3958,4714.329646,5740.189864,429.0395758,26.34,53.39,153.33,4.8
Uttar Pradesh,16269, Siddharth Nagar ,8,50489,53800,3958,4714.329646,5740.189864,429.0395758,26.34,53.39,153.33,4.8
Uttar Pradesh,16269, Siddharth Nagar ,8,50489,53800,3958,4714.329646,5740.189864,429.0395758,26.34,53.39,153.33,4.8
Uttar Pradesh,16270, Sitapur ,11,310926,341957,52135,30343.33185,39204.93497,9237.228357,43.96,75.26,0,39.4
Uttar Pradesh,16271, Sonbhadra ,21,110111,95130,3385,2046.486418,2381.865561,978.9464809,63.6,180.31,0,24.15
Uttar Pradesh,16272, Sultanpur ,18,164815,160804,4954,35506.03971,44502.12715,17485.09513,74.68,154.83,467,39.51
Uttar Pradesh,16273, Unnao ,17,353909,386789,126354,2042.552919,4280.984745,972.7515539,84.04,153.26,0,89.02
Uttar Pradesh,16274, Varanasi ,26,151855,118156,355,31783.52044,42240.48158,29176.13271,99.34,231.25,0,42.4
Uttaranchal,16275, Almora ,21,227468,235346,23931,0,0,0,39.59,75.02,0,26.66
Uttaranchal,16276, Bageshwar ,65,201817,261870,13432,0,0,0,123.27,138.55,0,61.16
Uttaranchal,16277, Chamoli ,10,77427,82420,5798,0,0,0,11.49,9.84,0,1.7
Uttaranchal,16278, Champawat ,10,78721,48667,68,0,0,0,20.25,32.23,128.33,3.17
Uttaranchal,16279, Dehra Dun ,42,24492,17822,43,0,0,0,131.29,161.9,0,6.1
Uttaranchal,16280, Haridwar ,14,27768,16644,21,0,0,0,62.73,70.72,289.72,2.92
Uttaranchal,16281, Naini Tal ,40,25609,17078,53,0,0,0,106.27,144.08,596.66,5.21
Uttaranchal,16282, Pauri Garhwal ,10,44067,37904,7696,0,0,0,19.22,37.1,0,2.25
Uttaranchal,16283, Pithoragarh ,5,118166,119790,72098,0,0,0,5.83,4.07,0,1.17
Uttaranchal,16284, Rudra Prayag ,12,44069,44472,10098,10442.61262,5037.111811,6245.083245,15.17,14.52,0,1.31
Uttaranchal,16284, Rudra Prayag ,12,44069,44472,10098,10442.61262,5037.111811,6245.083245,15.17,14.52,0,1.31
Uttaranchal,16284, Rudra Prayag ,12,44069,44472,10098,10442.61262,5037.111811,6245.083245,15.17,14.52,0,1.31
Uttaranchal,16285, Tehri Garhwal ,29,82403,44726,56,115,537,355,40.94,88.81,0,7.34
Uttaranchal,16286, Udham Singh Nagar ,74,44700,37382,0,0,0,0,290.63,380.14,1438.88,27.2
Uttaranchal,16287, Uttarkashi ,17,20283,12263,4,0,0,0,24.71,24.36,0,0.79
West Bengal,16288, Bankura ,8,55843,33771,5,1772.393609,1416.567164,391.5914657,12.72,96.3,152,3.96
West Bengal,16289, Barddhaman ,114,146737,135102,43142,0,0,0,185,1327.32,2105.83,297.31
West Bengal,16290, Birbhum ,30,28621,19499,421,568.1948052,424.1168831,466.3747681,51.11,339.71,581.66,8.33
West Bengal,16291, Dakshin Dinajpur ,11,78444,397710,57362,740,419,1961,14.76,106.66,142.99,51.77
West Bengal,16292, Darjiling ,6,125579,543438,239993,163,0,1002,4.94,32.6,35.83,26.93
West Bengal,16293, East Midnapore ,98,45347,406057,81385,1432.994975,858.3781515,3833.751594,45.95,547.63,579.83,271.64
West Bengal,16294, Haora ,113,53471,223489,54956,1681,801,2333,118.5,1252.19,1481.55,367.6
West Bengal,16295, Hugli ,43,124073,125699,83173,8967.952381,5589.238095,7042.047619,44.8,456.85,603.19,113.15
West Bengal,16296, Jalpaiguri ,99,88175,382907,159913,307.375037,442.3988695,5236.967417,121.27,891.09,759,473.27
West Bengal,16298, Kolkata ,26,109161,327162,143325,0,0,0,0,0,0,0
West Bengal,16299, Maldah ,25,284077,404614,190948,2075,2065,2805,31.83,229.77,359.72,170.69
West Bengal,16300, Murshidabad ,10,165155,378852,115690,11401,5435,2537,16.29,101.56,175.27,61.44
West Bengal,16301, Nadia ,21,0,0,0,10902,5797,5556,37.61,203.78,356.41,0
West Bengal,16303, Puruliya ,6,283898,649972,265834,6.204473803,17.45323525,1.727668518,9.76,74.18,129,85.27
West Bengal,16305, Uttar Dinajpur ,17,178345,345253,167395,1054.56621,909.572363,1411.526552,17.74,153.19,185.58,87.11
